Year,Month,Station,Peak,Traffic
2014,3,East Falls Church,AM Peak,2291.3
2014,4,East Falls Church,AM Peak,2542.5
2014,5,East Falls Church,AM Peak,2611.5
2014,6,East Falls Church,AM Peak,2718.6
2014,7,East Falls Church,AM Peak,2679.2
2014,8,East Falls Church,AM Peak,2547.5
2014,9,East Falls Church,AM Peak,2833.2
2014,10,East Falls Church,AM Peak,2812.5
2014,11,East Falls Church,AM Peak,2625.2
2014,12,East Falls Church,AM Peak,2282.3
2010,9,Eastern Market,AM Peak,2341.7
2010,10,Eastern Market,AM Peak,2357.8
2010,11,Eastern Market,AM Peak,2199.1
2010,12,Eastern Market,AM Peak,1964.7
2011,1,Eastern Market,AM Peak,2317.3
2011,2,Eastern Market,AM Peak,2413.8
2011,3,Eastern Market,AM Peak,2407.7
2011,4,Eastern Market,AM Peak,2316.3
2011,5,Eastern Market,AM Peak,2261.1
2011,6,Eastern Market,AM Peak,2313
2011,7,Eastern Market,AM Peak,2237.6
2011,8,Eastern Market,AM Peak,2079.4
2011,9,Eastern Market,AM Peak,2284
2011,10,Eastern Market,AM Peak,2334
2011,11,Eastern Market,AM Peak,2253.9
2011,12,Eastern Market,AM Peak,1959.3
2012,1,Eastern Market,AM Peak,2329
2012,2,Eastern Market,AM Peak,2336.1
2012,3,Eastern Market,AM Peak,2264.4
2012,4,Eastern Market,AM Peak,2203.1
2012,5,Eastern Market,AM Peak,2211.4
2012,6,Eastern Market,AM Peak,2207.9
2012,7,Eastern Market,AM Peak,2121.1
2012,8,Eastern Market,AM Peak,1985.4
2012,9,Eastern Market,AM Peak,2202
2012,10,Eastern Market,AM Peak,2203.7
2012,11,Eastern Market,AM Peak,2126.8
2012,12,Eastern Market,AM Peak,1824.6
2013,1,Eastern Market,AM Peak,2199.1
2013,2,Eastern Market,AM Peak,2292.8
2013,3,Eastern Market,AM Peak,2148.9
2013,4,Eastern Market,AM Peak,2209.3
2013,5,Eastern Market,AM Peak,2171.4
2013,6,Eastern Market,AM Peak,2253.6
2013,7,Eastern Market,AM Peak,2115
2013,8,Eastern Market,AM Peak,1946.4
2013,9,Eastern Market,AM Peak,2168.8
2013,10,Eastern Market,AM Peak,2032.9
2013,11,Eastern Market,AM Peak,2038.1
2013,12,Eastern Market,AM Peak,1716.1
2014,1,Eastern Market,AM Peak,2092.2
2014,2,Eastern Market,AM Peak,2106.9
2014,3,Eastern Market,AM Peak,2059.3
2014,4,Eastern Market,AM Peak,2222.3
2014,5,Eastern Market,AM Peak,2123
2014,6,Eastern Market,AM Peak,2163
2014,7,Eastern Market,AM Peak,2102.5
2014,8,Eastern Market,AM Peak,1978
2014,9,Eastern Market,AM Peak,2180.5
2014,10,Eastern Market,AM Peak,2234.3
2014,11,Eastern Market,AM Peak,2126.7
2014,12,Eastern Market,AM Peak,1800.9
2010,9,Eisenhower Avenue,AM Peak,808.9
2010,10,Eisenhower Avenue,AM Peak,848.4
2010,11,Eisenhower Avenue,AM Peak,766.8
2010,12,Eisenhower Avenue,AM Peak,690.8
2011,1,Eisenhower Avenue,AM Peak,782
2011,2,Eisenhower Avenue,AM Peak,833.1
2011,3,Eisenhower Avenue,AM Peak,906.6
2011,4,Eisenhower Avenue,AM Peak,885.3
2011,5,Eisenhower Avenue,AM Peak,898
2011,6,Eisenhower Avenue,AM Peak,964.8
2011,7,Eisenhower Avenue,AM Peak,940.1
2011,8,Eisenhower Avenue,AM Peak,796
2011,9,Eisenhower Avenue,AM Peak,866.7
2011,10,Eisenhower Avenue,AM Peak,934.8
2011,11,Eisenhower Avenue,AM Peak,862.2
2011,12,Eisenhower Avenue,AM Peak,727.6
2012,1,Eisenhower Avenue,AM Peak,839.2
2012,2,Eisenhower Avenue,AM Peak,853.1
2012,3,Eisenhower Avenue,AM Peak,901.1
2012,4,Eisenhower Avenue,AM Peak,883.8
2012,5,Eisenhower Avenue,AM Peak,891.1
2012,6,Eisenhower Avenue,AM Peak,933.8
2012,7,Eisenhower Avenue,AM Peak,888.2
2012,8,Eisenhower Avenue,AM Peak,813.1
2012,9,Eisenhower Avenue,AM Peak,875.9
2012,10,Eisenhower Avenue,AM Peak,864.5
2012,11,Eisenhower Avenue,AM Peak,802.1
2012,12,Eisenhower Avenue,AM Peak,666.4
2013,1,Eisenhower Avenue,AM Peak,782.1
2013,2,Eisenhower Avenue,AM Peak,819.1
2013,3,Eisenhower Avenue,AM Peak,842.8
2013,4,Eisenhower Avenue,AM Peak,949.2
2013,5,Eisenhower Avenue,AM Peak,868.3
2013,6,Eisenhower Avenue,AM Peak,911.2
2013,7,Eisenhower Avenue,AM Peak,869.6
2013,8,Eisenhower Avenue,AM Peak,785.1
2013,9,Eisenhower Avenue,AM Peak,855.5
2013,10,Eisenhower Avenue,AM Peak,784.5
2013,11,Eisenhower Avenue,AM Peak,779
2013,12,Eisenhower Avenue,AM Peak,654
2014,1,Eisenhower Avenue,AM Peak,719
2014,2,Eisenhower Avenue,AM Peak,735.4
2014,3,Eisenhower Avenue,AM Peak,794.8
2014,4,Eisenhower Avenue,AM Peak,899.1
2014,5,Eisenhower Avenue,AM Peak,856
2014,6,Eisenhower Avenue,AM Peak,900.6
2014,7,Eisenhower Avenue,AM Peak,894.5
2014,8,Eisenhower Avenue,AM Peak,773.4
2014,9,Eisenhower Avenue,AM Peak,819.3
2014,10,Eisenhower Avenue,AM Peak,815
2014,11,Eisenhower Avenue,AM Peak,739.3
2014,12,Eisenhower Avenue,AM Peak,632.4
2010,9,Farragut North,AM Peak,1077.4
2010,10,Farragut North,AM Peak,1079.3
2010,11,Farragut North,AM Peak,1025.6
2010,12,Farragut North,AM Peak,943.4
2011,1,Farragut North,AM Peak,1062.6
2011,2,Farragut North,AM Peak,1125.4
2011,3,Farragut North,AM Peak,1168
2011,4,Farragut North,AM Peak,1132.3
2011,5,Farragut North,AM Peak,1108.9
2011,6,Farragut North,AM Peak,1222.4
2011,7,Farragut North,AM Peak,1253.9
2011,8,Farragut North,AM Peak,1051
2011,9,Farragut North,AM Peak,1101
2011,10,Farragut North,AM Peak,1146.8
2011,11,Farragut North,AM Peak,1104.7
2011,12,Farragut North,AM Peak,998.2
2012,1,Farragut North,AM Peak,1159
2012,2,Farragut North,AM Peak,1374.1
2012,3,Farragut North,AM Peak,1410.3
2012,4,Farragut North,AM Peak,1307.6
2012,5,Farragut North,AM Peak,1332.9
2012,6,Farragut North,AM Peak,1532
2012,7,Farragut North,AM Peak,1555.9
2012,8,Farragut North,AM Peak,1362.7
2012,9,Farragut North,AM Peak,1343.2
2012,10,Farragut North,AM Peak,1345
2012,11,Farragut North,AM Peak,1186.2
2012,12,Farragut North,AM Peak,1032.9
2013,1,Farragut North,AM Peak,1189.2
2013,2,Farragut North,AM Peak,1283.4
2013,3,Farragut North,AM Peak,1222.5
2013,4,Farragut North,AM Peak,1301.4
2013,5,Farragut North,AM Peak,1273.5
2013,6,Farragut North,AM Peak,1449.5
2013,7,Farragut North,AM Peak,1374.5
2013,8,Farragut North,AM Peak,1220.7
2013,9,Farragut North,AM Peak,1250.4
2013,10,Farragut North,AM Peak,1141.2
2013,11,Farragut North,AM Peak,1185.9
2013,12,Farragut North,AM Peak,955
2014,1,Farragut North,AM Peak,1126.1
2014,2,Farragut North,AM Peak,1161.3
2014,3,Farragut North,AM Peak,1187.5
2014,4,Farragut North,AM Peak,1267.3
2014,5,Farragut North,AM Peak,1257.5
2014,6,Farragut North,AM Peak,1466.5
2014,7,Farragut North,AM Peak,1418.2
2014,8,Farragut North,AM Peak,1179.9
2014,9,Farragut North,AM Peak,1205.1
2014,10,Farragut North,AM Peak,1234.2
2014,11,Farragut North,AM Peak,1155.1
2014,12,Farragut North,AM Peak,1025.3
2010,9,Farragut West,AM Peak,1266.9
2010,10,Farragut West,AM Peak,1279.7
2010,11,Farragut West,AM Peak,1210.5
2010,12,Farragut West,AM Peak,913.7
2011,1,Farragut West,AM Peak,1197.4
2011,2,Farragut West,AM Peak,1296.3
2011,3,Farragut West,AM Peak,1322.5
2011,4,Farragut West,AM Peak,1323.5
2011,5,Farragut West,AM Peak,1325.8
2011,6,Farragut West,AM Peak,1436.9
2011,7,Farragut West,AM Peak,1461.3
2011,8,Farragut West,AM Peak,1273.6
2011,9,Farragut West,AM Peak,1283.7
2011,10,Farragut West,AM Peak,1329.4
2011,11,Farragut West,AM Peak,1282
2011,12,Farragut West,AM Peak,1143.3
2012,1,Farragut West,AM Peak,1373.6
2012,2,Farragut West,AM Peak,1473.5
2012,3,Farragut West,AM Peak,1471
2012,4,Farragut West,AM Peak,1439.9
2012,5,Farragut West,AM Peak,1435
2012,6,Farragut West,AM Peak,1664.6
2012,7,Farragut West,AM Peak,1632.9
2012,8,Farragut West,AM Peak,1410.4
2012,9,Farragut West,AM Peak,1424.5
2012,10,Farragut West,AM Peak,1423.7
2012,11,Farragut West,AM Peak,1345.6
2012,12,Farragut West,AM Peak,1136.3
2013,1,Farragut West,AM Peak,1411.7
2013,2,Farragut West,AM Peak,1480.3
2013,3,Farragut West,AM Peak,1387
2013,4,Farragut West,AM Peak,1442
2013,5,Farragut West,AM Peak,1451.1
2013,6,Farragut West,AM Peak,1711.3
2013,7,Farragut West,AM Peak,1631.9
2013,8,Farragut West,AM Peak,1387.3
2013,9,Farragut West,AM Peak,1429.6
2013,10,Farragut West,AM Peak,1292.8
2013,11,Farragut West,AM Peak,1458.4
2013,12,Farragut West,AM Peak,1118.2
2014,1,Farragut West,AM Peak,1337.1
2014,2,Farragut West,AM Peak,1362.8
2014,3,Farragut West,AM Peak,1329.1
2014,4,Farragut West,AM Peak,1471.1
2014,5,Farragut West,AM Peak,1426.7
2014,6,Farragut West,AM Peak,1633.2
2014,7,Farragut West,AM Peak,1631
2014,8,Farragut West,AM Peak,1391.3
2014,9,Farragut West,AM Peak,1422.4
2014,10,Farragut West,AM Peak,1435.7
2014,11,Farragut West,AM Peak,1297.8
2014,12,Farragut West,AM Peak,1212.7
2010,9,Federal Center SW,AM Peak,430.4
2010,10,Federal Center SW,AM Peak,426.9
2010,11,Federal Center SW,AM Peak,395.7
2010,12,Federal Center SW,AM Peak,339.7
2011,1,Federal Center SW,AM Peak,388.6
2011,2,Federal Center SW,AM Peak,399.4
2011,3,Federal Center SW,AM Peak,423.6
2011,4,Federal Center SW,AM Peak,413.2
2011,5,Federal Center SW,AM Peak,419.4
2011,6,Federal Center SW,AM Peak,456.4
2011,7,Federal Center SW,AM Peak,434.1
2011,8,Federal Center SW,AM Peak,401
2011,9,Federal Center SW,AM Peak,427.4
2011,10,Federal Center SW,AM Peak,440.3
2011,11,Federal Center SW,AM Peak,422.5
2011,12,Federal Center SW,AM Peak,383.1
2012,1,Federal Center SW,AM Peak,429.1
2012,2,Federal Center SW,AM Peak,429.7
2012,3,Federal Center SW,AM Peak,453.6
2012,4,Federal Center SW,AM Peak,451.9
2012,5,Federal Center SW,AM Peak,454.8
2012,6,Federal Center SW,AM Peak,472
2012,7,Federal Center SW,AM Peak,452.6
2012,8,Federal Center SW,AM Peak,399
2012,9,Federal Center SW,AM Peak,435.7
2012,10,Federal Center SW,AM Peak,451.7
2012,11,Federal Center SW,AM Peak,416.8
2012,12,Federal Center SW,AM Peak,356.6
2013,1,Federal Center SW,AM Peak,426.7
2013,2,Federal Center SW,AM Peak,432.8
2013,3,Federal Center SW,AM Peak,414.8
2013,4,Federal Center SW,AM Peak,443.3
2013,5,Federal Center SW,AM Peak,437.5
2013,6,Federal Center SW,AM Peak,444.9
2013,7,Federal Center SW,AM Peak,430.5
2013,8,Federal Center SW,AM Peak,410.5
2013,9,Federal Center SW,AM Peak,427.4
2013,10,Federal Center SW,AM Peak,379.6
2013,11,Federal Center SW,AM Peak,422.1
2013,12,Federal Center SW,AM Peak,339
2014,1,Federal Center SW,AM Peak,383
2014,2,Federal Center SW,AM Peak,397.4
2014,3,Federal Center SW,AM Peak,410.1
2014,4,Federal Center SW,AM Peak,437.2
2014,5,Federal Center SW,AM Peak,426.7
2014,6,Federal Center SW,AM Peak,463.7
2014,7,Federal Center SW,AM Peak,444.1
2014,8,Federal Center SW,AM Peak,419.1
2014,9,Federal Center SW,AM Peak,442.6
2014,10,Federal Center SW,AM Peak,449.8
2014,11,Federal Center SW,AM Peak,413.1
2014,12,Federal Center SW,AM Peak,355.8
2010,9,Federal Triangle,AM Peak,213
2010,10,Federal Triangle,AM Peak,195.4
2010,11,Federal Triangle,AM Peak,204.9
2010,12,Federal Triangle,AM Peak,198.2
2011,1,Federal Triangle,AM Peak,194.3
2011,2,Federal Triangle,AM Peak,225.2
2011,3,Federal Triangle,AM Peak,217.1
2011,4,Federal Triangle,AM Peak,208
2011,5,Federal Triangle,AM Peak,221.2
2011,6,Federal Triangle,AM Peak,223.9
2011,7,Federal Triangle,AM Peak,224.5
2011,8,Federal Triangle,AM Peak,209.2
2011,9,Federal Triangle,AM Peak,216.8
2011,10,Federal Triangle,AM Peak,222.3
2011,11,Federal Triangle,AM Peak,198.4
2011,12,Federal Triangle,AM Peak,181.6
2012,1,Federal Triangle,AM Peak,191.9
2012,2,Federal Triangle,AM Peak,203.5
2012,3,Federal Triangle,AM Peak,205.4
2012,4,Federal Triangle,AM Peak,216.1
2012,5,Federal Triangle,AM Peak,219.2
2012,6,Federal Triangle,AM Peak,217.7
2012,7,Federal Triangle,AM Peak,227.1
2012,8,Federal Triangle,AM Peak,201.8
2012,9,Federal Triangle,AM Peak,191.9
2012,10,Federal Triangle,AM Peak,194.9
2012,11,Federal Triangle,AM Peak,174.8
2012,12,Federal Triangle,AM Peak,160.7
2013,1,Federal Triangle,AM Peak,179.3
2013,2,Federal Triangle,AM Peak,194.9
2013,3,Federal Triangle,AM Peak,180.6
2013,4,Federal Triangle,AM Peak,194.9
2013,5,Federal Triangle,AM Peak,192.7
2013,6,Federal Triangle,AM Peak,211.3
2013,7,Federal Triangle,AM Peak,209
2013,8,Federal Triangle,AM Peak,183.1
2013,9,Federal Triangle,AM Peak,195.9
2013,10,Federal Triangle,AM Peak,164.9
2013,11,Federal Triangle,AM Peak,180.5
2013,12,Federal Triangle,AM Peak,154.8
2014,1,Federal Triangle,AM Peak,165.5
2014,2,Federal Triangle,AM Peak,169.5
2014,3,Federal Triangle,AM Peak,171.4
2014,4,Federal Triangle,AM Peak,177.4
2014,5,Federal Triangle,AM Peak,183.3
2014,6,Federal Triangle,AM Peak,193.3
2014,7,Federal Triangle,AM Peak,175.8
2014,8,Federal Triangle,AM Peak,173.1
2014,9,Federal Triangle,AM Peak,177.6
2014,10,Federal Triangle,AM Peak,172.4
2014,11,Federal Triangle,AM Peak,162.2
2014,12,Federal Triangle,AM Peak,141.6
2010,9,Foggy Bottom,AM Peak,2219.8
2010,10,Foggy Bottom,AM Peak,2223.8
2010,11,Foggy Bottom,AM Peak,2107.6
2010,12,Foggy Bottom,AM Peak,1808
2011,1,Foggy Bottom,AM Peak,2014.5
2011,2,Foggy Bottom,AM Peak,2239.8
2011,3,Foggy Bottom,AM Peak,2372
2011,4,Foggy Bottom,AM Peak,2371.9
2011,5,Foggy Bottom,AM Peak,2427.2
2011,6,Foggy Bottom,AM Peak,4175.3
2011,7,Foggy Bottom,AM Peak,4247.1
2011,8,Foggy Bottom,AM Peak,2515.9
2011,9,Foggy Bottom,AM Peak,2252.3
2011,10,Foggy Bottom,AM Peak,2362.8
2011,11,Foggy Bottom,AM Peak,2264.2
2011,12,Foggy Bottom,AM Peak,1910.2
2012,1,Foggy Bottom,AM Peak,2134.7
2012,2,Foggy Bottom,AM Peak,2370.6
2012,3,Foggy Bottom,AM Peak,2460
2012,4,Foggy Bottom,AM Peak,2416.7
2012,5,Foggy Bottom,AM Peak,2440.6
2012,6,Foggy Bottom,AM Peak,4182.6
2012,7,Foggy Bottom,AM Peak,4247.9
2012,8,Foggy Bottom,AM Peak,2561.8
2012,9,Foggy Bottom,AM Peak,2296.5
2012,10,Foggy Bottom,AM Peak,2117.5
2012,11,Foggy Bottom,AM Peak,2167.2
2012,12,Foggy Bottom,AM Peak,1793
2013,1,Foggy Bottom,AM Peak,2083.1
2013,2,Foggy Bottom,AM Peak,2315.6
2013,3,Foggy Bottom,AM Peak,2341.9
2013,4,Foggy Bottom,AM Peak,2310.4
2013,5,Foggy Bottom,AM Peak,2348
2013,6,Foggy Bottom,AM Peak,4074.1
2013,7,Foggy Bottom,AM Peak,3982.9
2013,8,Foggy Bottom,AM Peak,2376.6
2013,9,Foggy Bottom,AM Peak,2161
2013,10,Foggy Bottom,AM Peak,2042.2
2013,11,Foggy Bottom,AM Peak,2109.4
2013,12,Foggy Bottom,AM Peak,1579
2014,1,Foggy Bottom,AM Peak,1906
2014,2,Foggy Bottom,AM Peak,2072.4
2014,3,Foggy Bottom,AM Peak,2116.6
2014,4,Foggy Bottom,AM Peak,2185.9
2014,5,Foggy Bottom,AM Peak,2206.8
2014,6,Foggy Bottom,AM Peak,3333.5
2014,7,Foggy Bottom,AM Peak,3132.2
2014,8,Foggy Bottom,AM Peak,2115.2
2014,9,Foggy Bottom,AM Peak,2195.2
2014,10,Foggy Bottom,AM Peak,2234.8
2014,11,Foggy Bottom,AM Peak,2110.9
2014,12,Foggy Bottom,AM Peak,1731.3
2010,9,Forest Glen,AM Peak,1622.1
2010,10,Forest Glen,AM Peak,1626.2
2010,11,Forest Glen,AM Peak,1530.5
2010,12,Forest Glen,AM Peak,1393.5
2011,1,Forest Glen,AM Peak,1540.7
2011,2,Forest Glen,AM Peak,1634.6
2011,3,Forest Glen,AM Peak,1644.7
2011,4,Forest Glen,AM Peak,1589.3
2011,5,Forest Glen,AM Peak,1630.4
2011,6,Forest Glen,AM Peak,1655.7
2011,7,Forest Glen,AM Peak,1611.3
2011,8,Forest Glen,AM Peak,1528
2011,9,Forest Glen,AM Peak,1652.6
2011,10,Forest Glen,AM Peak,1673.7
2011,11,Forest Glen,AM Peak,1632.9
2011,12,Forest Glen,AM Peak,1451.6
2012,1,Forest Glen,AM Peak,1658.3
2012,2,Forest Glen,AM Peak,1679.1
2012,3,Forest Glen,AM Peak,1647.9
2012,4,Forest Glen,AM Peak,1626.9
2012,5,Forest Glen,AM Peak,1651.5
2012,6,Forest Glen,AM Peak,1687.8
2012,7,Forest Glen,AM Peak,1614.4
2012,8,Forest Glen,AM Peak,1588.7
2012,9,Forest Glen,AM Peak,1689.7
2012,10,Forest Glen,AM Peak,1681.5
2012,11,Forest Glen,AM Peak,1609.7
2012,12,Forest Glen,AM Peak,1388.7
2013,1,Forest Glen,AM Peak,1629.1
2013,2,Forest Glen,AM Peak,1711.2
2013,3,Forest Glen,AM Peak,1593.5
2013,4,Forest Glen,AM Peak,1724.7
2013,5,Forest Glen,AM Peak,1691.6
2013,6,Forest Glen,AM Peak,1699.8
2013,7,Forest Glen,AM Peak,1622.5
2013,8,Forest Glen,AM Peak,1539.5
2013,9,Forest Glen,AM Peak,1682.7
2013,10,Forest Glen,AM Peak,1529
2013,11,Forest Glen,AM Peak,1568.7
2013,12,Forest Glen,AM Peak,1310.3
2014,1,Forest Glen,AM Peak,1508.8
2014,2,Forest Glen,AM Peak,1521.5
2014,3,Forest Glen,AM Peak,1514.4
2014,4,Forest Glen,AM Peak,1631.1
2014,5,Forest Glen,AM Peak,1641.3
2014,6,Forest Glen,AM Peak,1650.2
2014,7,Forest Glen,AM Peak,1617.9
2014,8,Forest Glen,AM Peak,1507.2
2014,9,Forest Glen,AM Peak,1634.9
2014,10,Forest Glen,AM Peak,1591.3
2014,11,Forest Glen,AM Peak,1513.3
2014,12,Forest Glen,AM Peak,1342.3
2010,9,Fort Totten,AM Peak,3683.7
2010,10,Fort Totten,AM Peak,3615.2
2010,11,Fort Totten,AM Peak,3439.1
2010,12,Fort Totten,AM Peak,3096.7
2011,1,Fort Totten,AM Peak,3316.4
2011,2,Fort Totten,AM Peak,3562.1
2011,3,Fort Totten,AM Peak,3660.7
2011,4,Fort Totten,AM Peak,3551.7
2011,5,Fort Totten,AM Peak,3651.5
2011,6,Fort Totten,AM Peak,3632.5
2011,7,Fort Totten,AM Peak,3661.4
2011,8,Fort Totten,AM Peak,3508.6
2011,9,Fort Totten,AM Peak,3869.7
2011,10,Fort Totten,AM Peak,3866.3
2011,11,Fort Totten,AM Peak,3727.5
2011,12,Fort Totten,AM Peak,3333.2
2012,1,Fort Totten,AM Peak,3612.3
2012,2,Fort Totten,AM Peak,3694.9
2012,3,Fort Totten,AM Peak,3774.8
2012,4,Fort Totten,AM Peak,3649.3
2012,5,Fort Totten,AM Peak,3772.9
2012,6,Fort Totten,AM Peak,3730
2012,7,Fort Totten,AM Peak,3633
2012,8,Fort Totten,AM Peak,3532.7
2012,9,Fort Totten,AM Peak,3946.5
2012,10,Fort Totten,AM Peak,3541.3
2012,11,Fort Totten,AM Peak,3646.2
2012,12,Fort Totten,AM Peak,3269.3
2013,1,Fort Totten,AM Peak,3619
2013,2,Fort Totten,AM Peak,3824.4
2013,3,Fort Totten,AM Peak,3719.3
2013,4,Fort Totten,AM Peak,3862.8
2013,5,Fort Totten,AM Peak,3931.5
2013,6,Fort Totten,AM Peak,3816.2
2013,7,Fort Totten,AM Peak,3762
2013,8,Fort Totten,AM Peak,3675.2
2013,9,Fort Totten,AM Peak,4088.9
2013,10,Fort Totten,AM Peak,3799.5
2013,11,Fort Totten,AM Peak,3811.4
2013,12,Fort Totten,AM Peak,3264.1
2014,1,Fort Totten,AM Peak,3409.1
2014,2,Fort Totten,AM Peak,3300.2
2014,3,Fort Totten,AM Peak,3522.3
2014,4,Fort Totten,AM Peak,3860.1
2014,5,Fort Totten,AM Peak,3918
2014,6,Fort Totten,AM Peak,3947
2014,7,Fort Totten,AM Peak,3890.8
2014,8,Fort Totten,AM Peak,3717.4
2014,9,Fort Totten,AM Peak,4015.9
2014,10,Fort Totten,AM Peak,3976.9
2014,11,Fort Totten,AM Peak,3673.9
2014,12,Fort Totten,AM Peak,3211.2
2010,9,Franconia-Springfield,AM Peak,6600.9
2010,10,Franconia-Springfield,AM Peak,6803.7
2010,11,Franconia-Springfield,AM Peak,6429.6
2010,12,Franconia-Springfield,AM Peak,5887
2011,1,Franconia-Springfield,AM Peak,6512.4
2011,2,Franconia-Springfield,AM Peak,6627.4
2011,3,Franconia-Springfield,AM Peak,6771
2011,4,Franconia-Springfield,AM Peak,6611.3
2011,5,Franconia-Springfield,AM Peak,6655.2
2011,6,Franconia-Springfield,AM Peak,6851.5
2011,7,Franconia-Springfield,AM Peak,6599.9
2011,8,Franconia-Springfield,AM Peak,6172.1
2011,9,Franconia-Springfield,AM Peak,6418.8
2011,10,Franconia-Springfield,AM Peak,6587.2
2011,11,Franconia-Springfield,AM Peak,6199.9
2011,12,Franconia-Springfield,AM Peak,5591.9
2012,1,Franconia-Springfield,AM Peak,6105.4
2012,2,Franconia-Springfield,AM Peak,6102.7
2012,3,Franconia-Springfield,AM Peak,6054.3
2012,4,Franconia-Springfield,AM Peak,5934.4
2012,5,Franconia-Springfield,AM Peak,6050.1
2012,6,Franconia-Springfield,AM Peak,6099.2
2012,7,Franconia-Springfield,AM Peak,5801.7
2012,8,Franconia-Springfield,AM Peak,5493.7
2012,9,Franconia-Springfield,AM Peak,5771.9
2012,10,Franconia-Springfield,AM Peak,5350.7
2012,11,Franconia-Springfield,AM Peak,5451
2012,12,Franconia-Springfield,AM Peak,4799.2
2013,1,Franconia-Springfield,AM Peak,5443.2
2013,2,Franconia-Springfield,AM Peak,5645.5
2013,3,Franconia-Springfield,AM Peak,5230.1
2013,4,Franconia-Springfield,AM Peak,5708
2013,5,Franconia-Springfield,AM Peak,5539.7
2013,6,Franconia-Springfield,AM Peak,5773.1
2013,7,Franconia-Springfield,AM Peak,5510.6
2013,8,Franconia-Springfield,AM Peak,5272.1
2013,9,Franconia-Springfield,AM Peak,5546.6
2013,10,Franconia-Springfield,AM Peak,5016
2013,11,Franconia-Springfield,AM Peak,5193.6
2013,12,Franconia-Springfield,AM Peak,4420.4
2014,1,Franconia-Springfield,AM Peak,4766.8
2014,2,Franconia-Springfield,AM Peak,4921.9
2014,3,Franconia-Springfield,AM Peak,4846
2014,4,Franconia-Springfield,AM Peak,5330.9
2014,5,Franconia-Springfield,AM Peak,5282.5
2014,6,Franconia-Springfield,AM Peak,5441.7
2014,7,Franconia-Springfield,AM Peak,5245.3
2014,8,Franconia-Springfield,AM Peak,4917.7
2014,9,Franconia-Springfield,AM Peak,5094.7
2014,10,Franconia-Springfield,AM Peak,5203
2014,11,Franconia-Springfield,AM Peak,4838.2
2014,12,Franconia-Springfield,AM Peak,4394.9
2010,9,Friendship Heights,AM Peak,3336.5
2010,10,Friendship Heights,AM Peak,3321.2
2010,11,Friendship Heights,AM Peak,3196.9
2010,12,Friendship Heights,AM Peak,2854.6
2011,1,Friendship Heights,AM Peak,3217.8
2011,2,Friendship Heights,AM Peak,3397.1
2011,3,Friendship Heights,AM Peak,3451.2
2011,4,Friendship Heights,AM Peak,3322.6
2011,5,Friendship Heights,AM Peak,3416.8
2011,6,Friendship Heights,AM Peak,3586.9
2011,7,Friendship Heights,AM Peak,3495
2011,8,Friendship Heights,AM Peak,3073.1
2011,9,Friendship Heights,AM Peak,3346.1
2011,10,Friendship Heights,AM Peak,3440.6
2011,11,Friendship Heights,AM Peak,3343.5
2011,12,Friendship Heights,AM Peak,2888.8
2012,1,Friendship Heights,AM Peak,3336.8
2012,2,Friendship Heights,AM Peak,3426.3
2012,3,Friendship Heights,AM Peak,3356.6
2012,4,Friendship Heights,AM Peak,3258.6
2012,5,Friendship Heights,AM Peak,3335.3
2012,6,Friendship Heights,AM Peak,3564.2
2012,7,Friendship Heights,AM Peak,3365.6
2012,8,Friendship Heights,AM Peak,2962.9
2012,9,Friendship Heights,AM Peak,3354.3
2012,10,Friendship Heights,AM Peak,3189.3
2012,11,Friendship Heights,AM Peak,3156.3
2012,12,Friendship Heights,AM Peak,2685.1
2013,1,Friendship Heights,AM Peak,3183.1
2013,2,Friendship Heights,AM Peak,3409.8
2013,3,Friendship Heights,AM Peak,3176.1
2013,4,Friendship Heights,AM Peak,3353.2
2013,5,Friendship Heights,AM Peak,3282
2013,6,Friendship Heights,AM Peak,3442.5
2013,7,Friendship Heights,AM Peak,3246.6
2013,8,Friendship Heights,AM Peak,2877.9
2013,9,Friendship Heights,AM Peak,3298.2
2013,10,Friendship Heights,AM Peak,3028.7
2013,11,Friendship Heights,AM Peak,3065.8
2013,12,Friendship Heights,AM Peak,2531.8
2014,1,Friendship Heights,AM Peak,2938.3
2014,2,Friendship Heights,AM Peak,3020.8
2014,3,Friendship Heights,AM Peak,3000
2014,4,Friendship Heights,AM Peak,3197.9
2014,5,Friendship Heights,AM Peak,3222.9
2014,6,Friendship Heights,AM Peak,3400
2014,7,Friendship Heights,AM Peak,3317.1
2014,8,Friendship Heights,AM Peak,2828.8
2014,9,Friendship Heights,AM Peak,3203.9
2014,10,Friendship Heights,AM Peak,3186.6
2014,11,Friendship Heights,AM Peak,3050.1
2014,12,Friendship Heights,AM Peak,2638.2
2010,9,Gallery Place-Chinatown,AM Peak,1673
2010,10,Gallery Place-Chinatown,AM Peak,1666.8
2010,11,Gallery Place-Chinatown,AM Peak,1589.7
2010,12,Gallery Place-Chinatown,AM Peak,1453.2
2011,1,Gallery Place-Chinatown,AM Peak,1650
2011,2,Gallery Place-Chinatown,AM Peak,1735.3
2011,3,Gallery Place-Chinatown,AM Peak,1776
2011,4,Gallery Place-Chinatown,AM Peak,1766.1
2011,5,Gallery Place-Chinatown,AM Peak,1738.5
2011,6,Gallery Place-Chinatown,AM Peak,1801.5
2011,7,Gallery Place-Chinatown,AM Peak,1758.7
2011,8,Gallery Place-Chinatown,AM Peak,1643.2
